full_name,email_address,phone_number,state_name,zip_code,signup_date,purchase_amount,age_years,status,customer_city,company_name,subscribed,junk_notes,mostly_empty,empty_col,row_id
katie thomas,katie.thomas49@mail.com,+1 (555) 627-4597,district of columbia,89974,02/16/2024,,unknown,active,baltimore,cedar works,no,,,,416.0
victor brown,,+1 (555) 939-9300,va,37618-2479,06-20-2024,,35,pending,towson,unk​nown,no,,,,14.0
jack wilson,jack.wilson92@demo.org,+1 (555) 278-4619,va,64182,06/09/2024,724,,,richmond,cedar works,1,old import,,,377.0
bob martinez,bob.martinez78@mail.com,+1 (555) 976-5009,de,60978,2024/01/09,,,active,washington,blue rocket,false,delete me,,,199.0
sam rodriguez,sam.rodriguez12@mail.com,+1 (555) 791-9139,pa,70487,03-06-2025,"9,130",,inactive,annapolis,acme co,n,temp,,,355.0
sam jones,sam.jones26@sample.net,+1 (555) 750-5017,de,17923,05-30-2024,$254.00,26,unknown,columbia,north star,false,,,,70.0
tina j​ohnson,tina.johnson29@mail.com,+1 (555) 274-2464,maryland,93649,01/21/2025,"4,763",30,pending,newark,north star,,,,,421.0
victor garcia,victor.garcia72@sample.net,+1 (555) 203-1934,va,7917,03-13-2023,$854.00,unknown,active,newark,,1,temp,,,308.0
quinn rodriguez,quinn.rodriguez62@example.com,+1 (555) 130-7987,delaware,85222,2023-01-29,,unknown,active,washington,,false,delete me,,,467.0
victor garcia,victor.garcia91@demo.org,+1 (555) 800-1575,district of columbia,5466,2023-04-07,37,,active,newark,cedar works,1,old import,,,114.0
peter johnson,peter.johnson24@demo.org,+1 (555) 698-4674,md,38404,2024-03-05,,,pending,newark,n/a,n,,,,326.0
david martinez,david.martinez14@example.com,+1 (555) 808-2363,dc,11646-3358,02/20/2024,,,active,washington,,no,delete me,,,403.0
emma brown,emma.brown39@demo.org,+1 (555) 257-1511,de,98563,12-18-2023,$609.00,unknown,n/a,richmond,north star,,delete me,?,,275.0
xavier moore,xavier.moore16@demo.org,+1 (555) 402-4555,md,40947,"jul 16, 2023",,,active,columbia,,yes,,,,30.0
mia garcia,mia.garcia67@example.com,+1 (555) 705-5370,district of columbia,15263,"sep 12, 2024",849,65,active,annapolis,,true,,,,401.0
xavier jackson,xavier.jackson78@example.com,+1 (555) 245-3880,district of columbia,70518,2023-04-17,"7,547",,active,richmond,,yes,old import,,,178.0
alice garcia,alice.garcia72@example.com,+1 (555) 278-9851,virginia,79237,,$415.00,,pending,baltimore,n/a,0,delete me,,,238.0
zoe rodriguez,zoe.rodriguez34@mail.com,+1 (555) 908-7699,delaware,29760,"feb 22, 2023",941,75,inactive,rockville,acm​e co,y,temp,,,108.0
david smith,,+1 (555) 114-7342,delaware,72317,2023-06-05,442,23,active,baltimore,,y,,,,41.0
zoe garcia,zoe.garcia69@example.com,+1 (555) 779-5480,pa,,2023/02/23,380,,active,harrisburg,,y,delete me,,,391.0
jack miller,,+1 (555) 788-9547,de,83542,"nov 07, 2023",$719.00,unknown,n/a,towson,bright labs,yes,temp,,,351.0
henry johnson,henry.johnson64@demo.org,+1 (555) 220-8952,dc,92754-3434,05-10-2023,227,,pending,towson,​,no,,,,164.0
alice davis,alice.davis67@mail.com,+1 (555) 979-4276,va,18082,02-02-2024,,,inactive,rockville,none,,old import,,,200.0
noah smith,noah.smith99@demo.org,+1 (555) 785-1354,va,14137-4308,11-28-2024,76,26,unknown,annapolis,unknown,n,,,,309.0
,will.moore28@example.com,+1 (555) 820-3985,de,85262,"apr 12, 2023",,48,active,washington,north star,no,,,,487.0
isla williams,isla.williams74@demo.org,+1 (555) 703-6808,delaware,5864,,745,,inactive,harrisburg,blue rocket,y,old import,,,368.0
isla ​taylor,isla.taylor17@sample.net,+1 (555) 274-4020,dc,69433-3284,04-13-2024,"1,376",44,pending,baltimore,n​/a,true,temp,,,258.0
mia ​brown,mia.brown89@sample.net,+1 (555) 851-8017,va,82911,,$312.00,,active,annapolis,,1,delete me,,,240.0
noah johnson,noah.johnson84@example.com,+1 (555) 721-1364,pa,10798-3391,2023/02/20,$416.00,unknown,n/a,newark,none,no,,,,349.0
liam ​smith,liam.smith5@demo.org,+1 (555) 792-7726,de,42030,06/25/2023,"5,516",,active,newark,,no,old import,,,116.0
peter anderson,peter.anderson5@mail.com,+1 (555) 930-8892,,3109,2023/10/27,,,inactive,harrisburg,,,,,,110.0
katie brown,katie.brown7@sample.net,,virginia,43334,05/21/2025,547,unknown,active,richmond,cedar works,y,old import,,,225.0
noah davis,noah.davis47@sample.net,+1 (555) 741-9713,dc,44319,07/20/2024,,,,newark,unk​nown,no,,,,274.0
sam m​iller,sam.miller39@sample.net,+1 (555) 994-3643,md,59129,"sep 23, 2024",159,32,active,towson,cedar​ works,1,temp,x,,479.0
uma miller,uma.miller1@example.com,+1 (555) 231-8259,delaware,46268,09/04/2024,529,43,,towson,bright labs,no,,,,354.0
carol martinez,carol.martinez28@demo.org,+1 (555) 233-1683,md,68718,"oct 09, 2023",,,,towson,bright labs,n,,,,496.0
peter taylor,peter.taylor20@mail.com,+1 (555) 925-3944,pa,92460,09-03-2023,,unknown,n/a,baltimore,none,y,,,,337.0
bob thomas,bob.thomas68@demo.org,+1 (555) 447-1596,de,18185-7229,"may 23, 2025",,,active,newark,unknown,1,old import,,,223.0
jack martinez,jack.martinez92@example.com,+1 (555) 636-1724,dc,2474,07/23/2024,$285.00,unknown,inactive,rockville,bright labs,n,old import,,,429.0
carol miller,carol.miller6@mail.com,+1 (555) 655-3888,de,58002-2826,03/26/2025,297,59,inactive,columbia,bright labs,true,,,,104.0
noah ​smith,,+1 (555) 404-9754,de,90349,2024-03-10,,,active,annapolis,cedar works,1,old import,,,311.0
emma johnson,emma.johnson72@sample.net,+1 (555) 649-2662,maryland,90487,2024-04-30,,48,active,richmond,blue rocket,yes,,,,4.0
victor ​anderson,victor.anderson34@sample.net,+1 (555) 976-6568,pa,6747,2024-05-01,,,active,towson,brigh​t labs,n,,,,212.0
quinn moore,quinn.moore45@sample.net,+1 (555) 401-9888,va,82745-5366,2024/07/12,"2,054",61,,newark,cedar works,yes,,,,198.0
frank anderson,frank.anderson45@demo.org,+1 (555) 443-5488,de,58415,05-21-2023,$870.00,,inactive,harrisburg,none,true,delete me,,,138.0
liam martinez,,+1 (555) 280-7049,,54597,"nov 04, 2024",235,38,inactive,harrisburg,,no,,,,216.0
grace wilson,grace.wilson45@mail.com,+1 (555) 378-8334,md,57477,"sep 14, 2023",,29,active,richmond,blue rocket,no,delete me,,,295.0
xavier williams,xavier.williams83@demo.org,+1 (555) 758-3648,dc,82140-6453,"apr 05, 2024",147,,active,rockville,cedar works,n,temp,,,16.0
,,+1 (555) 328-7298,va,31526,2025/05/23,,,inactive,columbia,unk​nown,no,temp,,,366.0
,frank.miller51@example.com,+1 (555) 183-4265,virginia,46432,2023/09/16,,unknown,n/a,washington,,yes,old import,,,245.0
noah martinez,noah.martinez74@example.com,+1 (555) 909-8528,delaware,37679,"jan 05, 2023",477,64,pending,newark,north star,true,delete me,,,423.0
yara garcia,yara.garcia26@demo.org,+1 (555) 216-5624,virginia,,04/01/2023,"4,140",unknown,active,towson,blue rocket,0,old import,,,362.0
sam garcia,sam.garcia22@mail.com,+1 (555) 411-4229,virginia,31144,2023-03-15,"8,085",,active,towson,,,,,,63.0
mia brown,mia.brown7@demo.org,+1 (555) 199-2173,pa,66907,06-29-2024,"9,685",,inactive,newark,acme co,true,delete me,,,343.0
yara johnson,,+1 (555) 844-5712,delaware,89915-2215,2025-05-31,59,64,active,washington,,,delete me,,,323.0
noah martinez,noah.martinez21@demo.org,+1 (555) 583-8741,de,75025-8596,2023/04/08,"3,336",56,inactive,annapolis,blue rocket,false,,,,181.0
sam thomas,sam.thomas20@sample.net,+1 (555) 335-8939,va,57363,2024-04-11,"2,407",unknown,,baltimore,acme co,false,old import,,,393.0
olivia wilson,olivia.wilson9@mail.com,+1 (555) 189-3842,md,,2024/02/10,,39,active,richmond,unk​nown,true,,,,58.0
frank miller,frank.miller64@mail.com,+1 (555) 511-6745,va,59226,"sep 26, 2023","6,208",,inactive,harrisburg,acm​e co,false,temp,x,,74.0
uma brown,uma.brown92@example.com,+1 (555) 959-4729,va,67007,02-21-2025,$48.00,61,pending,columbia,none,no,,,,61.0
will ​garcia,will.garcia91@mail.com,+1 (555) 702-8101,va,73317,2024/02/22,,unknown,n/a,annapolis,cedar works,yes,temp,,,486.0
bob martinez,bob.martinez38@example.com,+1 (555) 781-1924,va,1309,03/03/2023,407,77,pending,towson,cedar works,no,temp,,,19.0
yara williams,,+1 (555) 145-5901,de,40308,"mar 16, 2025","5,742",,unknown,washington,none,false,delete me,,,188.0
victor r​odriguez,,+1 (555) 577-9746,va,48482,2025/01/28,,unknown,inactive,baltimore,north star,1,,,,52.0
