full_name,email_address,phone_number,state_name,zip_code,signup_date,purchase_amount,age_years,status,customer_city,company_name,subscribed,junk_notes,mostly_empty,empty_col,row_id
KATIE MARTINEZ,,1-555-755-7712,Delaware,61879,"Jan 09, 2025",881,,INACTIVE,RICHMOND,   ,,,,,410
  Isla Davis  , ISLA.DAVIS54@MAIL.COM ,1-555-895-4000,,32589-2971,2023/11/30,548,74,inactive,washington,none,no,,,,7
  Liam ​Garcia  ,liam.garcia20@mail.com,555.313.5870,pa,98513-5272,2024/03/26,N/A, 31 ,ACTIVE,rockville,BLUE ROCKET,,old import,,,59
KATIE R​ODRIGUEZ,katie.rodriguez82@sample.net, 555 517 8060 ,Pennsylvania,6050,2025/05/22,386,unknown,PENDING, Columbia ,Unknown,TRUE,old import,,,80
peter jackson,peter.jackson46@sample.net,5556752440,dc,3559,2023/02/08,426,,,COLUMBIA,N/A,N,old import,,,267
  liam davis  ,liam.davis64@example.com, 555 127 2850 ,Delaware,95627,11-20-2024,560,,ACTIVE,washington,N/A,TRUE,,,,447
,,,,,,,,,,,,,,,
Uma Johnson,uma.johnson53@mail.com, 555 749 8837 ,dc,10775,2024/01/15,353,53,, washington ,N/A,No,delete me,,,79
  yara rodriguez  ,yara.rodriguez1@sample.net,555.549.3986,DC,13201,11/06/2023, $758.00 ,unknown,ACTIVE, HARRISBURG ,Blue ​Rocket,TRUE,,,,75
BOB WILLIAMS,bob.williams61@mail.com,555-844-8663,va,51203-8920,01/22/2023, $902.00 , 60 ,INACTIVE,WASHINGTON,  BLUE ROCKET ,TRUE,,,,69
  Victor Moore  ,victor.moore9@example.com,5558079010,pa,63837,06/25/2023,N/A,55,pending, ROCKVILLE ,  ACME CO ,0,old import,,,449
Peter Johnson,peter.johnson89@demo.org,5554511367,DC,85706-7781,04-30-2023,774,,PENDING,harrisburg,Cedar Works,No,,,,162
grace moore,grace.moore59@mail.com,1-555-919-7346,Maryland,95000,, $107.00 , 73 ,INACTIVE,newark,Unknown,0,,,,304
  grace taylor  , GRACE.TAYLOR99@EXAMPLE.COM ,555-233-8739,PA, 76484 ,2025/05/23, $116.00 , 32 ,pending,Baltimore,  Bright Labs ,1,,,,340
xavier​ smith,xavier.smith69@demo.org,555-142-4970,Maryland,66158,2023-01-23,,,INACTIVE,ANNAPOLIS,North Star,0,old import,,,360
  uma m​iller  ,uma.miller68@example.com,1-555-147-5717,District of Columbia,50821-6770,08/04/2024,"9,573",unknown,Active,Annapolis,none,,old import,,,387
Victor Garcia,victor.garcia25@mail.com,555-216-6260,md,34696-4796,07/24/2023,243,,unknown,Columbia,Cedar Works,0,delete me,,,136
peter rodriguez, PETER.RODRIGUEZ28@MAIL.COM ,(555) 371-4475,Delaware,52774,2024-05-24,N/A,,Active,newark,none,false,temp,,,466
  katie thomas  , KATIE.THOMAS39@MAIL.COM ,(555) 343-9922,pa,64721-8237,"Sep 03, 2023", $446.00 ,,ACTIVE,TOWSON,  BLUE ROCKET ,false,delete me,,,294
  Henry Martinez  , HENRY.MARTINEZ40@SAMPLE.NET ,1-555-798-3396,DC,28539,"Mar 07, 2024", $867.00 ,,unknown,columbia,ACME CO,No,,,,357
  olivia thomas  ,olivia.thomas31@example.com, 555 968 1344 ,dc,73591,09-30-2023,N/A,,,WASHINGTON,Blue Rocket,TRUE,temp,,,151
  tina jackson  ,tina.jackson53@sample.net,,DE,51110-4294,05-26-2023,737,,ACTIVE,ROCKVILLE,   ,N,delete me,,,476
henry wilson,,(555) 296-2510,Pennsylvania,83981,05-20-2024,, 23 ,pending,Newark,Cedar Works,0,delete me,,,44
henry jones,henry.jones46@mail.com,555.995.4885,va,86430-4448,07-03-2023,,unknown,, RICHMOND ,Unknown,TRUE,,,,272
Zoe Davis, ZOE.DAVIS5@EXAMPLE.COM ,1-555-472-4265,Maryland,60311-4370,2023-02-04,"2,844", 24 ,ACTIVE, Rockville ,Acm​e Co,,temp,,,31
Will Martinez,will.martinez43@mail.com,555-753-7016,MD,21365,2025-03-03, $435.00 ,,Active,NEWARK,CEDAR WORKS,no,,,,163
ZOE RODRIGUEZ,zoe.rodriguez69@mail.com,1-555-428-2369,Maryland,90349-6106,09-17-2024, $964.00 ,65,,columbia,  North Star ,N,old import,,,469
quinn wilson, QUINN.WILSON97@SAMPLE.NET ,555.566.8599,MD,44270,06/26/2023,"2,027", 48 ,INACTIVE, Columbia ,Unknown,false,old import,,,406
  liam jackson  ,liam.jackson70@mail.com,5557737208,Virginia, 45013 ,06-02-2023, $725.00 , 55 ,ACTIVE,Towson,none,false,temp,,,197
will m​artinez,will.martinez20@demo.org,1-555-532-3576,dc,1554,08/08/2024,,40,,richmond,Unknown,1,,,,43
NOAH MILLER,,555-957-2243,DE,58747,2024/01/27,,unknown,, harrisburg ,  BLUE ROCKET ,0,,,,394
  liam davis  ,liam.davis64@example.com, 555 127 2850 ,Delaware,95627,11-20-2024,560,,ACTIVE,washington,N/A,TRUE,,,,447
bob davis,bob.davis34@demo.org,,DE,18412,04-03-2023,331,,PENDING, ROCKVILLE ,Blue ​Rocket,Y,,,,45
uma jones,,555.969.7798,DC,33917,04/25/2024,, 19 ,PENDING,COLUMBIA,no​ne,Y,old import,,,373
  victor​ garcia  , VICTOR.GARCIA28@DEMO.ORG ,1-555-322-1949,de,,2024/02/28, $355.00 ,, n/a , ROCKVILLE ,N/A,,old import,,,266
  olivia​ taylor  ,olivia.taylor86@mail.com,,md,62824,"Jul 10, 2023","8,968", 69 ,, COLUMBIA ,   ,,,,,160
  katie johnson  ,katie.johnson18@mail.com, 555 653 3423 ,VA,79459,08/09/2023, $79.00 ,,ACTIVE,Baltimore,Bright Labs,yes,temp,,,76
,,,,,,,,,,,,,,,
Isla Jones,isla.jones14@demo.org,(555) 827-5435,Delaware,61491-4926,2024-10-04, $543.00 ,unknown, n/a ,ROCKVILLE,none,TRUE,temp,,,384
emma thomas,emma.thomas84@example.com,555.922.1498,DE,46177-4546,2024-04-24,"1,821", 63 ,inactive,towson,Blue Rocket,1,,,,119
grace jones,, 555 548 9253 ,va,76138-3908,2024-08-06,N/A,20,Active,COLUMBIA,  CEDAR WORKS ,Y,delete me,,,246
Noah Wilson,,(555) 124-1628,PA,38065,12/30/2024, $972.00 ,,INACTIVE,towson,   ,yes,,,,288
  JACK ​WILSON  ,jack.wilson63@sample.net,555.466.6053,pa,2102,2023-10-25,"2,407", 20 ,,COLUMBIA,North Star,yes,delete me,,,497
Zoe Davis,zoe.davis46@sample.net,555-102-5607,Pennsylvania,73559,"Nov 07, 2023", $92.00 ,,unknown,rockville,BLUE ROCKET,0,delete me,,,37
  grace​ brown  ,grace.brown37@example.com,(555) 827-9728,,33493,2024/08/22,984,unknown,ACTIVE,BALTIMORE,Bright Labs,No,old import,,,129
  ruby ​taylor  ,ruby.taylor93@mail.com,1-555-708-7214,dc,16033,01-02-2024,,,active, newark ,N​/A,no,,,,261
xavier taylor, XAVIER.TAYLOR37@SAMPLE.NET ,555-688-1076,Virginia,19350-5009,06-05-2025,802,36, n/a , Rockville , ​  ,false,old import,,,49
  Quinn Thomas  ,,555-140-3974,District of Columbia, 98601 ,"Aug 07, 2024",722, 62 ,PENDING,Newark,Bright Labs,Yes,,,,9
grace brown,grace.brown98@example.com,555.404.7298,dc,81450,2023/12/19,440,51,,Washington,N​/A,Y,delete me,,,165
frank​ davis,frank.davis60@mail.com,555-321-9896,DE,36066-7719,03-22-2024,322,,pending,Baltimore,Bright Labs,Yes,old import,,,120
Tina Davis,tina.davis59@demo.org,1-555-174-2934,dc, 74089 ,03-19-2025,,unknown,ACTIVE,TOWSON,Unknown,Yes,,,,2
  noah thomas  ,noah.thomas92@example.com,555-990-8260,VA,58130,02-27-2025,,,ACTIVE,Baltimore,N/A,no,temp,,,249
Will Anderson,will.anderson89@mail.com,5556699126,dc,89780-1697,"Oct 07, 2023","3,810",,pending,harrisburg,  Acme Co ,0,,,,224
sam brown, SAM.BROWN28@MAIL.COM ,555-876-7684,Delaware,82724,07/22/2024, $347.00 ,46,pending, ANNAPOLIS ,Bright Labs,,old import,,,167
Katie Thomas,katie.thomas49@mail.com,1-555-627-4597,District of Columbia,89974,02/16/2024,,unknown,ACTIVE,baltimore,CEDAR WORKS,no,,,,416
victor brown,,555.939.9300,va,37618-2479,06-20-2024,N/A,35,pending, TOWSON ,Unk​nown,no,,,,14
JACK WILSON,jack.wilson92@demo.org,555.278.4619,VA,64182,06/09/2024,724,,,Richmond,Cedar Works,1,old import,,,377
frank jones,,(555) 907-3170,District of Columbia,75610-5630,"Jan 30, 2025",,,ACTIVE,WASHINGTON,Blue Rocket,0,old import,,,94
BOB MARTINEZ, BOB.MARTINEZ78@MAIL.COM ,5559765009,DE,60978,2024/01/09,N/A,,ACTIVE,WASHINGTON,  BLUE ROCKET ,false,delete me,,,199
SAM RODRIGUEZ,sam.rodriguez12@mail.com,1-555-791-9139,pa,70487,03-06-2025,"9,130",,inactive,ANNAPOLIS,ACME CO,N,temp,,,355
  sam jones  ,sam.jones26@sample.net,555-750-5017,DE,17923,05-30-2024, $254.00 ,26,unknown,Columbia,North Star,false,,,,70
  tina j​ohnson  ,tina.johnson29@mail.com,(555) 274-2464,Maryland,93649,01/21/2025,"4,763",30,pending,newark,  NORTH STAR ,,,,,421
victor johnson, VICTOR.JOHNSON74@EXAMPLE.COM ,555.723.2480,, 61801 ,,583,, n/a ,RICHMOND,none,,,,,168
victor garcia,victor.garcia72@sample.net,555-203-1934,VA,7917,03-13-2023, $854.00 ,unknown,ACTIVE,NEWARK,   ,1,temp,,,308
isla brown,isla.brown37@example.com,555.349.8629,PA,93311-7366,"Feb 17, 2023", $526.00 ,,ACTIVE,harrisburg,Unknown,No,delete me,,,426
QUINN RODRIGUEZ,quinn.rodriguez62@example.com,555-130-7987,Delaware, 85222 ,2023-01-29,N/A,unknown,Active, Washington ,   ,false,delete me,,,467
Victor Garcia,victor.garcia91@demo.org,555-800-1575,District of Columbia,5466,2023-04-07,37,,Active,Newark,CEDAR WORKS,1,old import,,,114
PETER JOHNSON,peter.johnson24@demo.org,555.698.4674,md,38404,2024-03-05,,,PENDING,newark,N/A,N,,,,326
  David Martinez  ,david.martinez14@example.com, 555 808 2363 ,dc,11646-3358,02/20/2024,,,ACTIVE, Washington ,N/A,no,delete me,,,403
Emma Brown,emma.brown39@demo.org,5552571511,DE,98563,12-18-2023, $609.00 ,unknown, n/a ,Richmond,North Star,,delete me,?,,275
XAVIER MOORE,xavier.moore16@demo.org,5554024555,md,40947,"Jul 16, 2023",N/A,,active,Columbia,N/A,yes,,,,30
mia garcia,mia.garcia67@example.com,555.705.5370,District of Columbia,15263,"Sep 12, 2024",849, 65 ,ACTIVE,annapolis,   ,TRUE,,,,401
  xavier jackson  ,xavier.jackson78@example.com,5552453880,District of Columbia,70518,2023-04-17,"7,547",,active,Richmond,   ,Yes,old import,,,178
alice garcia,alice.garcia72@example.com,555-278-9851,Virginia,79237,, $415.00 ,,pending,BALTIMORE,N/A,0,delete me,,,238
zoe rodriguez,zoe.rodriguez34@mail.com,555-908-7699,Delaware,29760,"Feb 22, 2023",941,75,INACTIVE,Rockville,ACM​E CO,Y,temp,,,108
David Smith,,1-555-114-7342,Delaware, 72317 ,2023-06-05,442, 23 ,ACTIVE,baltimore,N/A,Y,,,,41
zoe garcia,zoe.garcia69@example.com,5557795480,pa,,2023/02/23,380,,ACTIVE,HARRISBURG,N/A,Y,delete me,,,391
  Jack Miller  ,,1-555-788-9547,de,83542,"Nov 07, 2023", $719.00 ,unknown, n/a , TOWSON ,Bright Labs,yes,temp,,,351
HENRY JOHNSON,henry.johnson64@demo.org,(555) 220-8952,DC,92754-3434,05-10-2023,227,,PENDING, towson , ​  ,no,,,,164
  alice davis  , ALICE.DAVIS67@MAIL.COM ,555-979-4276,VA,18082,02-02-2024,,,INACTIVE,rockville,none,,old import,,,200
Noah Smith,noah.smith99@demo.org,(555) 785-1354,VA,14137-4308,11-28-2024,76,26,unknown, annapolis ,Unknown,N,,,,309
,will.moore28@example.com, 555 820 3985 ,de,85262,"Apr 12, 2023",N/A,48,active,WASHINGTON,North Star,no,,,,487
isla williams,isla.williams74@demo.org, 555 703 6808 ,Delaware,5864,,745,,inactive,HARRISBURG,BLUE ROCKET,Y,old import,,,368
  isla ​taylor  ,isla.taylor17@sample.net, 555 274 4020 ,dc,69433-3284,04-13-2024,"1,376",44,PENDING,BALTIMORE,N​/A,TRUE,temp,,,258
mia ​brown,mia.brown89@sample.net,5558518017,va,82911,, $312.00 ,,Active,ANNAPOLIS,   ,1,delete me,,,240
Noah Johnson,noah.johnson84@example.com,5557211364,pa,10798-3391,2023/02/20, $416.00 ,unknown, n/a , Newark ,none,no,,,,349
  liam ​smith  ,liam.smith5@demo.org, 555 792 7726 ,de, 42030 ,06/25/2023,"5,516",,Active,NEWARK,N/A,no,old import,,,116
  PETER ANDERSON  ,peter.anderson5@mail.com, 555 930 8892 ,,3109,2023/10/27,N/A,,INACTIVE,harrisburg,   ,,,,,110
KATIE BROWN,katie.brown7@sample.net,,Virginia,43334,05/21/2025,547,unknown,ACTIVE, richmond ,CEDAR WORKS,Y,old import,,,225
NOAH DAVIS,noah.davis47@sample.net,555-741-9713,DC, 44319 ,07/20/2024,N/A,,,Newark,Unk​nown,no,,,,274
Sam M​iller,sam.miller39@sample.net,1-555-994-3643,md, 59129 ,"Sep 23, 2024",159,32,active,towson,  CEDAR​ WORKS ,1,temp,x,,479
Uma Miller,uma.miller1@example.com,1-555-231-8259,Delaware,46268,09/04/2024,529, 43 ,,towson,BRIGHT LABS,no,,,,354
Carol Martinez,carol.martinez28@demo.org,5552331683,md,68718,"Oct 09, 2023",,,,Towson,  Bright Labs ,N,,,,496
BOB MARTINEZ, BOB.MARTINEZ78@MAIL.COM ,5559765009,DE,60978,2024/01/09,N/A,,ACTIVE,WASHINGTON,  BLUE ROCKET ,false,delete me,,,199
peter taylor,peter.taylor20@mail.com, 555 925 3944 ,PA,92460,09-03-2023,N/A,unknown, n/a ,Baltimore,none,Y,,,,337
  bob thomas  ,bob.thomas68@demo.org,1-555-447-1596,de,18185-7229,"May 23, 2025",N/A,,active,NEWARK,Unknown,1,old import,,,223
jack martinez,jack.martinez92@example.com,555-636-1724,dc,2474,07/23/2024, $285.00 ,unknown,inactive,Rockville,Bright Labs,N,old import,,,429
isla ​thomas,isla.thomas72@demo.org,1-555-207-1202,pa,36151,09/19/2024,525,unknown,,Washington,  ACME CO ,yes,,,,29
carol miller,carol.miller6@mail.com,(555) 655-3888,DE,58002-2826,03/26/2025,297, 59 ,inactive, columbia ,  BRIGHT LABS ,TRUE,,,,104
Noah ​Smith,,(555) 404-9754,de,90349,2024-03-10,,,Active,ANNAPOLIS,  Cedar Works ,1,old import,,,311
Emma Johnson,emma.johnson72@sample.net,555-649-2662,Maryland,90487,2024-04-30,,48,Active, RICHMOND ,  BLUE ROCKET ,Yes,,,,4
  victor ​anderson  , VICTOR.ANDERSON34@SAMPLE.NET ,(555) 976-6568,PA,6747,2024-05-01,,,Active,towson,  Brigh​t Labs ,N,,,,212
Quinn Moore, QUINN.MOORE45@SAMPLE.NET ,(555) 401-9888,va,82745-5366,2024/07/12,"2,054", 61 ,,NEWARK,  CEDAR WORKS ,yes,,,,198
  yara rodriguez  ,yara.rodriguez1@sample.net,555.549.3986,DC,13201,11/06/2023, $758.00 ,unknown,ACTIVE, HARRISBURG ,Blue ​Rocket,TRUE,,,,75
FRANK ANDERSON,frank.anderson45@demo.org,555-443-5488,de,58415,05-21-2023, $870.00 ,,inactive, HARRISBURG ,none,TRUE,delete me,,,138
LIAM MARTINEZ,,(555) 280-7049,,54597,"Nov 04, 2024",235,38,inactive,HARRISBURG,N/A,No,,,,216
grace wilson,grace.wilson45@mail.com,555-378-8334,md, 57477 ,"Sep 14, 2023",, 29 ,Active,RICHMOND,BLUE ROCKET,no,delete me,,,295
XAVIER WILLIAMS,xavier.williams83@demo.org,5557583648,DC,82140-6453,"Apr 05, 2024",147,,ACTIVE, Rockville ,  CEDAR WORKS ,N,temp,,,16
,,555-328-7298,VA, 31526 ,2025/05/23,N/A,,inactive, COLUMBIA ,Unk​nown,no,temp,,,366
,frank.miller51@example.com,555.183.4265,Virginia,46432,2023/09/16,,unknown, n/a ,Washington,N/A,Yes,old import,,,245
noah martinez,noah.martinez74@example.com, 555 909 8528 ,Delaware,37679,"Jan 05, 2023",477,64,PENDING,NEWARK,North Star,TRUE,delete me,,,423
yara garcia,yara.garcia26@demo.org,1-555-216-5624,Virginia,,04/01/2023,"4,140",unknown,ACTIVE,Towson,BLUE ROCKET,0,old import,,,362
Sam Garcia,sam.garcia22@mail.com,5554114229,Virginia,31144,2023-03-15,"8,085",,ACTIVE, TOWSON ,   ,,,,,63
mia brown,mia.brown7@demo.org,1-555-199-2173,pa,66907,06-29-2024,"9,685",,INACTIVE,newark,ACME CO,TRUE,delete me,,,343
yara johnson,,5558445712,Delaware,89915-2215,2025-05-31,59,64,Active,washington,N/A,,delete me,,,323
noah martinez,noah.martinez21@demo.org,555.583.8741,de,75025-8596,2023/04/08,"3,336", 56 ,inactive, annapolis ,Blue Rocket,false,,,,181
  sam thomas  ,sam.thomas20@sample.net,1-555-335-8939,va, 57363 ,2024-04-11,"2,407",unknown,, baltimore ,Acme Co,false,old import,,,393
  Olivia Wilson  ,olivia.wilson9@mail.com,(555) 189-3842,MD,,2024/02/10,,39,ACTIVE,RICHMOND,Unk​nown,TRUE,,,,58
frank miller,frank.miller64@mail.com,5555116745,va,59226,"Sep 26, 2023","6,208",,INACTIVE,HARRISBURG,ACM​E CO,false,temp,x,,74
,,,,,,,,,,,,,,,
  UMA BROWN  ,uma.brown92@example.com,1-555-959-4729,VA,67007,02-21-2025, $48.00 ,61,pending,COLUMBIA,none,no,,,,61
will ​garcia,will.garcia91@mail.com,1-555-702-8101,va,73317,2024/02/22,N/A,unknown, n/a ,ANNAPOLIS,  CEDAR WORKS ,Yes,temp,,,486
bob martinez,bob.martinez38@example.com,1-555-781-1924,va,1309,03/03/2023,407, 77 ,pending, TOWSON ,CEDAR WORKS,no,temp,,,19
YARA WILLIAMS,,(555) 145-5901,de,40308,"Mar 16, 2025","5,742",,unknown, washington ,none,false,delete me,,,188
victor r​odriguez,,(555) 577-9746,VA,48482,2025/01/28,N/A,unknown,inactive,BALTIMORE,NORTH STAR,1,,,,52
,,,,,,,,,,,,,,,
  LIAM WILSON  ,liam.wilson24@mail.com,555-289-9645,md,49487,04/07/2025,,,ACTIVE,ANNAPOLIS,Acme Co,0,delete me,,,270
